entry,at,order
"""joe @ Q1aYbBEstE"" posts a small blind of 0.75",2022-09-08T00:05:44.954Z,166259554495409
"Player stacks: #2 ""Jaquins @ Lf_CLsrttO"" (539.49) | #4 ""VAR @ a6uEwHQrRM"" (267.53) | #5 ""Poopy @ 1k0t64zMZ8"" (279.06) | #7 ""Shatz @ itfvdUlioU"" (371.00) | #8 ""joe @ Q1aYbBEstE"" (153.18) | #9 ""Jake @ 9a1B6m5HQI"" (243.99) | #10 ""vicooii @ 4F0jOdX1rt"" (843.16)",2022-09-08T00:05:44.954Z,166259554495401
"-- starting hand #119  (No Limit Texas Hold'em) (dealer: ""Shatz @ itfvdUlioU"") --",2022-09-08T00:05:44.954Z,166259554495400
"-- ending hand #118 --",2022-09-08T00:05:38.952Z,166259553895202
"""Poopy @ 1k0t64zMZ8"" collected 24.06 from pot",2022-09-08T00:05:38.952Z,166259553895201
"Uncalled bet of 15.00 returned to ""Poopy @ 1k0t64zMZ8""",2022-09-08T00:05:38.952Z,166259553895200
"""Jake @ 9a1B6m5HQI"" folds",2022-09-08T00:05:38.054Z,166259553805400
"""joe @ Q1aYbBEstE"" folds",2022-09-08T00:05:37.008Z,166259553700800
"""Poopy @ 1k0t64zMZ8"" bets 15.00",2022-09-08T00:05:35.941Z,166259553594100
"""Jake @ 9a1B6m5HQI"" checks",2022-09-08T00:05:27.208Z,166259552720800
"""joe @ Q1aYbBEstE"" checks",2022-09-08T00:05:25.013Z,166259552501300
"Flop:  [K♥, 6♠, 4♣]",2022-09-08T00:05:23.408Z,166259552340800
"""Jake @ 9a1B6m5HQI"" calls 7.77",2022-09-08T00:05:22.590Z,166259552259000
"""joe @ Q1aYbBEstE"" calls 7.77",2022-09-08T00:05:21.572Z,166259552157200
"""Shatz @ itfvdUlioU"" folds",2022-09-08T00:05:17.475Z,166259551747500
"""Poopy @ 1k0t64zMZ8"" raises to 7.77",2022-09-08T00:05:15.944Z,166259551594400
"""VAR @ a6uEwHQrRM"" folds",2022-09-08T00:05:09.907Z,166259550990700
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-08T00:05:08.961Z,166259550896100
"""vicooii @ 4F0jOdX1rt"" folds",2022-09-08T00:05:04.618Z,166259550461800
"""Jake @ 9a1B6m5HQI"" calls 1.50",2022-09-08T00:05:03.659Z,166259550365900
"""joe @ Q1aYbBEstE"" posts a big blind of 1.50",2022-09-08T00:05:00.899Z,166259550089910
"""Shatz @ itfvdUlioU"" posts a small blind of 0.75",2022-09-08T00:05:00.899Z,166259550089909
"Player stacks: #2 ""Jaquins @ Lf_CLsrttO"" (539.49) | #4 ""VAR @ a6uEwHQrRM"" (267.53) | #5 ""Poopy @ 1k0t64zMZ8"" (262.77) | #7 ""Shatz @ itfvdUlioU"" (371.75) | #8 ""joe @ Q1aYbBEstE"" (160.95) | #9 ""Jake @ 9a1B6m5HQI"" (251.76) | #10 ""vicooii @ 4F0jOdX1rt"" (843.16)",2022-09-08T00:05:00.899Z,166259550089901
"-- starting hand #118  (No Limit Texas Hold'em) (dealer: ""Poopy @ 1k0t64zMZ8"") --",2022-09-08T00:05:00.899Z,166259550089900
"-- ending hand #117 --",2022-09-08T00:04:54.801Z,166259549480102
"""Poopy @ 1k0t64zMZ8"" collected 111.10 from pot with Pair, Q's (combination: Q♥, Q♣, A♥, J♥, 10♠)",2022-09-08T00:04:54.801Z,166259549480101
"""Poopy @ 1k0t64zMZ8"" shows a A♥, Q♥.",2022-09-08T00:04:54.801Z,166259549480100
"""VAR @ a6uEwHQrRM"" checks",2022-09-08T00:04:53.975Z,166259549397500
"""Poopy @ 1k0t64zMZ8"" checks",2022-09-08T00:04:50.771Z,166259549077100
"River: 10♠, 9♣, J♥, 6♣ [Q♣]",2022-09-08T00:04:48.695Z,166259548869500
"""Poopy @ 1k0t64zMZ8"" calls 33.33",2022-09-08T00:04:47.807Z,166259548780700
"""VAR @ a6uEwHQrRM"" bets 33.33",2022-09-08T00:04:45.242Z,166259548524200
"""Poopy @ 1k0t64zMZ8"" checks",2022-09-08T00:04:34.206Z,166259547420600
"Turn: 10♠, 9♣, J♥ [6♣]",2022-09-08T00:04:32.892Z,166259547289200
"""VAR @ a6uEwHQrRM"" checks",2022-09-08T00:04:31.991Z,166259547199100
"""Poopy @ 1k0t64zMZ8"" checks",2022-09-08T00:04:18.715Z,166259545871500
"Flop:  [10♠, 9♣, J♥]",2022-09-08T00:04:14.269Z,166259545426900
"""VAR @ a6uEwHQrRM"" calls 19.97",2022-09-08T00:04:13.402Z,166259545340200
"""joe @ Q1aYbBEstE"" folds",2022-09-08T00:04:09.055Z,166259544905500
"""Shatz @ itfvdUlioU"" folds",2022-09-08T00:04:05.904Z,166259544590400
"""Poopy @ 1k0t64zMZ8"" raises to 19.97",2022-09-08T00:04:04.016Z,166259544401600
"""VAR @ a6uEwHQrRM"" calls 3.00",2022-09-08T00:03:51.307Z,166259543130700
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-08T00:03:48.137Z,166259542813700
"""vicooii @ 4F0jOdX1rt"" folds",2022-09-08T00:03:47.081Z,166259542708100
"""Jake @ 9a1B6m5HQI"" folds",2022-09-08T00:03:46.154Z,166259542615400
"""joe @ Q1aYbBEstE"" raises to 3.00",2022-09-08T00:03:40.349Z,166259542034900
"""Shatz @ itfvdUlioU"" posts a big blind of 1.50",2022-09-08T00:03:36.999Z,166259541699910
"""Poopy @ 1k0t64zMZ8"" posts a small blind of 0.75",2022-09-08T00:03:36.999Z,166259541699909
"Player stacks: #2 ""Jaquins @ Lf_CLsrttO"" (539.49) | #4 ""VAR @ a6uEwHQrRM"" (320.83) | #5 ""Poopy @ 1k0t64zMZ8"" (204.97) | #7 ""Shatz @ itfvdUlioU"" (373.25) | #8 ""joe @ Q1aYbBEstE"" (163.95) | #9 ""Jake @ 9a1B6m5HQI"" (251.76) | #10 ""vicooii @ 4F0jOdX1rt"" (843.16)",2022-09-08T00:03:36.999Z,166259541699901
"-- starting hand #117  (No Limit Texas Hold'em) (dealer: ""VAR @ a6uEwHQrRM"") --",2022-09-08T00:03:36.999Z,166259541699900
"""Jake @ 9a1B6m5HQI"" shows a 8♥, K♠.",2022-09-08T00:03:34.713Z,166259541471300
"-- ending hand #116 --",2022-09-08T00:03:33.309Z,166259541330902
"""Jake @ 9a1B6m5HQI"" collected 3.75 from pot",2022-09-08T00:03:33.309Z,166259541330901
"Uncalled bet of 3.75 returned to ""Jake @ 9a1B6m5HQI""",2022-09-08T00:03:33.309Z,166259541330900
"""Poopy @ 1k0t64zMZ8"" folds",2022-09-08T00:03:32.453Z,166259541245300
"""Jake @ 9a1B6m5HQI"" bets 3.75",2022-09-08T00:03:31.543Z,166259541154300
"""Poopy @ 1k0t64zMZ8"" checks",2022-09-08T00:03:26.674Z,166259540667400
"River: 9♥, 5♥, A♦, A♠ [10♣]",2022-09-08T00:03:26.506Z,166259540650600
"""Jake @ 9a1B6m5HQI"" checks",2022-09-08T00:03:25.663Z,166259540566300
"""Poopy @ 1k0t64zMZ8"" checks",2022-09-08T00:03:24.520Z,166259540452000
"Turn: 9♥, 5♥, A♦ [A♠]",2022-09-08T00:03:22.992Z,166259540299200
"""Jake @ 9a1B6m5HQI"" checks",2022-09-08T00:03:22.107Z,166259540210700
"""Poopy @ 1k0t64zMZ8"" checks",2022-09-08T00:03:20.847Z,166259540084700
"Flop:  [9♥, 5♥, A♦]",2022-09-08T00:03:18.900Z,166259539890000
"""Poopy @ 1k0t64zMZ8"" checks",2022-09-08T00:03:18.017Z,166259539801700
"""VAR @ a6uEwHQrRM"" folds",2022-09-08T00:03:17.043Z,166259539704300
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-08T00:03:16.137Z,166259539613700
"""vicooii @ 4F0jOdX1rt"" folds",2022-09-08T00:03:09.714Z,166259538971400
"""Jake @ 9a1B6m5HQI"" calls 1.50",2022-09-08T00:03:08.757Z,166259538875700
"""joe @ Q1aYbBEstE"" folds",2022-09-08T00:03:06.888Z,166259538688800
"""Shatz @ itfvdUlioU"" folds",2022-09-08T00:03:05.952Z,166259538595200
"""Poopy @ 1k0t64zMZ8"" posts a big blind of 1.50",2022-09-08T00:03:03.973Z,166259538397310
"""VAR @ a6uEwHQrRM"" posts a small blind of 0.75",2022-09-08T00:03:03.973Z,166259538397309
"Player stacks: #2 ""Jaquins @ Lf_CLsrttO"" (539.49) | #4 ""VAR @ a6uEwHQrRM"" (321.58) | #5 ""Poopy @ 1k0t64zMZ8"" (206.47) | #7 ""Shatz @ itfvdUlioU"" (373.25) | #8 ""joe @ Q1aYbBEstE"" (163.95) | #9 ""Jake @ 9a1B6m5HQI"" (249.51) | #10 ""vicooii @ 4F0jOdX1rt"" (843.16)",2022-09-08T00:03:03.973Z,166259538397301
"-- starting hand #116  (No Limit Texas Hold'em) (dealer: ""Jaquins @ Lf_CLsrttO"") --",2022-09-08T00:03:03.973Z,166259538397300
"-- ending hand #115 --",2022-09-08T00:02:57.961Z,166259537796103
"""VAR @ a6uEwHQrRM"" shows a 5♦, 4♦.",2022-09-08T00:02:57.961Z,166259537796102
"""vicooii @ 4F0jOdX1rt"" collected 49.07 from pot with A High (combination: A♥, K♣, Q♠, J♦, 9♥)",2022-09-08T00:02:57.961Z,166259537796101
"""vicooii @ 4F0jOdX1rt"" shows a K♣, Q♠.",2022-09-08T00:02:57.961Z,166259537796100
"""vicooii @ 4F0jOdX1rt"" calls 14.72",2022-09-08T00:02:57.088Z,166259537708800
"""VAR @ a6uEwHQrRM"" bets 14.72",2022-09-08T00:02:36.685Z,166259535668500
"River: 7♦, 9♥, 3♠, A♥ [J♦]",2022-09-08T00:02:26.059Z,166259534605900
"""vicooii @ 4F0jOdX1rt"" calls 5.00",2022-09-08T00:02:25.152Z,166259534515200
"""VAR @ a6uEwHQrRM"" bets 5.00",2022-09-08T00:02:21.985Z,166259534198500
"Turn: 7♦, 9♥, 3♠ [A♥]",2022-09-08T00:02:17.250Z,166259533725000
"""vicooii @ 4F0jOdX1rt"" checks",2022-09-08T00:02:16.401Z,166259533640100
"""VAR @ a6uEwHQrRM"" checks",2022-09-08T00:02:13.390Z,166259533339000
"Flop:  [7♦, 9♥, 3♠]",2022-09-08T00:02:11.736Z,166259533173600
"""VAR @ a6uEwHQrRM"" calls 4.44",2022-09-08T00:02:10.879Z,166259533087900
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-08T00:02:08.181Z,166259532818100
"""vicooii @ 4F0jOdX1rt"" raises to 4.44",2022-09-08T00:02:07.006Z,166259532700600
"""Jake @ 9a1B6m5HQI"" folds",2022-09-08T00:02:03.116Z,166259532311600
"""joe @ Q1aYbBEstE"" folds",2022-09-08T00:02:02.083Z,166259532208300
"""Shatz @ itfvdUlioU"" folds",2022-09-08T00:02:01.081Z,166259532108100
"""Poopy @ 1k0t64zMZ8"" folds",2022-09-08T00:02:00.109Z,166259532010900
"""VAR @ a6uEwHQrRM"" posts a big blind of 1.50",2022-09-08T00:01:57.223Z,166259531722310
"""Jaquins @ Lf_CLsrttO"" posts a small blind of 0.75",2022-09-08T00:01:57.223Z,166259531722309
"Player stacks: #2 ""Jaquins @ Lf_CLsrttO"" (540.24) | #4 ""VAR @ a6uEwHQrRM"" (345.74) | #5 ""Poopy @ 1k0t64zMZ8"" (206.47) | #7 ""Shatz @ itfvdUlioU"" (373.25) | #8 ""joe @ Q1aYbBEstE"" (163.95) | #9 ""Jake @ 9a1B6m5HQI"" (249.51) | #10 ""vicooii @ 4F0jOdX1rt"" (818.25)",2022-09-08T00:01:57.223Z,166259531722301
"-- starting hand #115  (No Limit Texas Hold'em) (dealer: ""vicooii @ 4F0jOdX1rt"") --",2022-09-08T00:01:57.223Z,166259531722300
"""Jaquins @ Lf_CLsrttO"" shows a J♥, 9♠.",2022-09-08T00:01:55.111Z,166259531511100
"-- ending hand #114 --",2022-09-08T00:01:53.620Z,166259531362002
"""Shatz @ itfvdUlioU"" collected 44.25 from pot",2022-09-08T00:01:53.620Z,166259531362001
"Uncalled bet of 20.00 returned to ""Shatz @ itfvdUlioU""",2022-09-08T00:01:53.620Z,166259531362000
"""VAR @ a6uEwHQrRM"" folds",2022-09-08T00:01:52.782Z,166259531278200
"""Shatz @ itfvdUlioU"" bets 20.00",2022-09-08T00:01:40.341Z,166259530034100
"""VAR @ a6uEwHQrRM"" checks",2022-09-08T00:01:32.961Z,166259529296100
"River: 10♥, Q♦, K♥, 9♣ [2♠]",2022-09-08T00:01:12.679Z,166259527267900
"""Shatz @ itfvdUlioU"" checks",2022-09-08T00:01:11.859Z,166259527185900
"""VAR @ a6uEwHQrRM"" checks",2022-09-08T00:01:06.959Z,166259526695900
"Turn: 10♥, Q♦, K♥ [9♣]",2022-09-08T00:01:05.778Z,166259526577800
"""VAR @ a6uEwHQrRM"" calls 12.00",2022-09-08T00:01:04.941Z,166259526494100
"""Shatz @ itfvdUlioU"" bets 12.00",2022-09-08T00:00:56.533Z,166259525653300
"""VAR @ a6uEwHQrRM"" checks",2022-09-08T00:00:50.387Z,166259525038700
"Flop:  [10♥, Q♦, K♥]",2022-09-08T00:00:48.856Z,166259524885600
"""VAR @ a6uEwHQrRM"" calls 9.00",2022-09-08T00:00:47.977Z,166259524797700
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-08T00:00:44.668Z,166259524466800
"""vicooii @ 4F0jOdX1rt"" folds",2022-09-08T00:00:43.296Z,166259524329600
"""Jake @ 9a1B6m5HQI"" folds",2022-09-08T00:00:39.865Z,166259523986500
"""joe @ Q1aYbBEstE"" folds",2022-09-08T00:00:38.712Z,166259523871200
"""Shatz @ itfvdUlioU"" raises to 9.00",2022-09-08T00:00:37.759Z,166259523775900
"""Poopy @ 1k0t64zMZ8"" folds",2022-09-08T00:00:33.746Z,166259523374600
"""VAR @ a6uEwHQrRM"" posts a straddle of 3.00",2022-09-08T00:00:19.023Z,166259521902311
"""Jaquins @ Lf_CLsrttO"" posts a big blind of 1.50",2022-09-08T00:00:19.023Z,166259521902310
"""vicooii @ 4F0jOdX1rt"" posts a small blind of 0.75",2022-09-08T00:00:19.023Z,166259521902309
"Player stacks: #2 ""Jaquins @ Lf_CLsrttO"" (541.74) | #4 ""VAR @ a6uEwHQrRM"" (366.74) | #5 ""Poopy @ 1k0t64zMZ8"" (206.47) | #7 ""Shatz @ itfvdUlioU"" (350.00) | #8 ""joe @ Q1aYbBEstE"" (163.95) | #9 ""Jake @ 9a1B6m5HQI"" (249.51) | #10 ""vicooii @ 4F0jOdX1rt"" (819.00)",2022-09-08T00:00:19.023Z,166259521902301
"-- starting hand #114  (No Limit Texas Hold'em) (dealer: ""Jake @ 9a1B6m5HQI"") --",2022-09-08T00:00:19.023Z,166259521902300
"""Jaquins @ Lf_CLsrttO"" shows a 8♥, 8♣.",2022-09-08T00:00:15.711Z,166259521571100
"""vicooii @ 4F0jOdX1rt"" shows a 10♦, 10♠.",2022-09-08T00:00:13.141Z,166259521314100
"""Jake @ 9a1B6m5HQI"" shows a A♥, J♣.",2022-09-08T00:00:12.958Z,166259521295800
"-- ending hand #113 --",2022-09-08T00:00:11.015Z,166259521101502
"""vicooii @ 4F0jOdX1rt"" collected 119.96 from pot",2022-09-08T00:00:11.015Z,166259521101501
"Uncalled bet of 44.44 returned to ""vicooii @ 4F0jOdX1rt""",2022-09-08T00:00:11.015Z,166259521101500
"""Jake @ 9a1B6m5HQI"" folds",2022-09-08T00:00:10.125Z,166259521012500
"""Poopy @ 1k0t64zMZ8"" folds",2022-09-07T23:59:49.216Z,166259518921600
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-07T23:59:48.217Z,166259518821700
"""vicooii @ 4F0jOdX1rt"" bets 44.44",2022-09-07T23:59:46.130Z,166259518613000
"""Jake @ 9a1B6m5HQI"" checks",2022-09-07T23:59:42.177Z,166259518217700
"Flop:  [A♣, K♠, 10♣]",2022-09-07T23:59:37.582Z,166259517758200
"""Jake @ 9a1B6m5HQI"" calls 29.99",2022-09-07T23:59:36.741Z,166259517674100
"""Poopy @ 1k0t64zMZ8"" calls 29.99",2022-09-07T23:59:34.889Z,166259517488900
"""Jaquins @ Lf_CLsrttO"" calls 29.99",2022-09-07T23:59:31.988Z,166259517198800
"""vicooii @ 4F0jOdX1rt"" raises to 29.99",2022-09-07T23:59:26.683Z,166259516668300
"""Jake @ 9a1B6m5HQI"" raises to 10.96",2022-09-07T23:59:21.516Z,166259516151600
"""joe @ Q1aYbBEstE"" folds",2022-09-07T23:59:17.872Z,166259515787200
"""Shatz @ itfvdUlioU"" folds",2022-09-07T23:59:16.926Z,166259515692600
"""Poopy @ 1k0t64zMZ8"" calls 6.23",2022-09-07T23:59:16.041Z,166259515604100
"""VAR @ a6uEwHQrRM"" folds",2022-09-07T23:59:15.064Z,166259515506400
"""Jaquins @ Lf_CLsrttO"" raises to 6.23",2022-09-07T23:59:13.974Z,166259515397400
"""vicooii @ 4F0jOdX1rt"" posts a big blind of 1.50",2022-09-07T23:59:06.474Z,166259514647410
"""Jake @ 9a1B6m5HQI"" posts a small blind of 0.75",2022-09-07T23:59:06.474Z,166259514647409
"Player stacks: #2 ""Jaquins @ Lf_CLsrttO"" (571.73) | #4 ""VAR @ a6uEwHQrRM"" (366.74) | #5 ""Poopy @ 1k0t64zMZ8"" (236.46) | #7 ""Shatz @ itfvdUlioU"" (350.00) | #8 ""joe @ Q1aYbBEstE"" (163.95) | #9 ""Jake @ 9a1B6m5HQI"" (279.50) | #10 ""vicooii @ 4F0jOdX1rt"" (729.03)",2022-09-07T23:59:06.474Z,166259514647401
"-- starting hand #113  (No Limit Texas Hold'em) (dealer: ""joe @ Q1aYbBEstE"") --",2022-09-07T23:59:06.474Z,166259514647400
"-- ending hand #112 --",2022-09-07T23:59:03.460Z,166259514346002
"""joe @ Q1aYbBEstE"" collected 3.00 from pot",2022-09-07T23:59:03.460Z,166259514346001
"Uncalled bet of 3.00 returned to ""joe @ Q1aYbBEstE""",2022-09-07T23:59:03.460Z,166259514346000
"""Jake @ 9a1B6m5HQI"" folds",2022-09-07T23:59:02.621Z,166259514262100
"""joe @ Q1aYbBEstE"" bets 3.00",2022-09-07T23:59:01.446Z,166259514144600
"River: 3♣, 3♠, 10♦, K♠ [9♦]",2022-09-07T23:58:58.899Z,166259513889900
"""Jake @ 9a1B6m5HQI"" checks",2022-09-07T23:58:58.077Z,166259513807700
"""joe @ Q1aYbBEstE"" checks",2022-09-07T23:58:57.075Z,166259513707500
"Turn: 3♣, 3♠, 10♦ [K♠]",2022-09-07T23:58:55.300Z,166259513530000
"""Jake @ 9a1B6m5HQI"" checks",2022-09-07T23:58:54.461Z,166259513446100
"""joe @ Q1aYbBEstE"" checks",2022-09-07T23:58:53.174Z,166259513317400
"Flop:  [3♣, 3♠, 10♦]",2022-09-07T23:58:45.427Z,166259512542700
"""Jake @ 9a1B6m5HQI"" checks",2022-09-07T23:58:44.611Z,166259512461100
"""joe @ Q1aYbBEstE"" calls 1.50",2022-09-07T23:58:42.361Z,166259512236100
"""Shatz @ itfvdUlioU"" folds",2022-09-07T23:58:39.353Z,166259511935300
"""Poopy @ 1k0t64zMZ8"" folds",2022-09-07T23:58:38.356Z,166259511835600
"""VAR @ a6uEwHQrRM"" folds",2022-09-07T23:58:37.463Z,166259511746300
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-07T23:58:35.852Z,166259511585200
"""vicooii @ 4F0jOdX1rt"" folds",2022-09-07T23:58:33.403Z,166259511340300
"""Jake @ 9a1B6m5HQI"" posts a big blind of 1.50",2022-09-07T23:58:32.026Z,166259511202611
"""joe @ Q1aYbBEstE"" posts a small blind of 0.75",2022-09-07T23:58:32.026Z,166259511202610
"Player stacks: #2 ""Jaquins @ Lf_CLsrttO"" (571.73) | #4 ""VAR @ a6uEwHQrRM"" (366.74) | #5 ""Poopy @ 1k0t64zMZ8"" (236.46) | #7 ""Shatz @ itfvdUlioU"" (350.00) | #8 ""joe @ Q1aYbBEstE"" (162.45) | #9 ""Jake @ 9a1B6m5HQI"" (281.00) | #10 ""vicooii @ 4F0jOdX1rt"" (729.03)",2022-09-07T23:58:32.026Z,166259511202602
"-- starting hand #112  (No Limit Texas Hold'em) (dealer: ""Shatz @ itfvdUlioU"") --",2022-09-07T23:58:32.026Z,166259511202601
"The admin updated the player ""Shatz @ itfvdUlioU"" stack from 204.77 to 350.00.",2022-09-07T23:58:32.026Z,166259511202600
"""VAR @ a6uEwHQrRM"" shows a 7♠, 6♦.",2022-09-07T23:58:28.257Z,166259510825700
"""Poopy @ 1k0t64zMZ8"" shows a 7♥, K♦.",2022-09-07T23:58:27.447Z,166259510744700
"-- ending hand #111 --",2022-09-07T23:58:24.681Z,166259510468102
"""VAR @ a6uEwHQrRM"" collected 74.00 from pot",2022-09-07T23:58:24.681Z,166259510468101
"Uncalled bet of 55.50 returned to ""VAR @ a6uEwHQrRM""",2022-09-07T23:58:24.681Z,166259510468100
"""joe @ Q1aYbBEstE"" folds",2022-09-07T23:58:23.851Z,166259510385100
"""VAR @ a6uEwHQrRM"" bets 55.50",2022-09-07T23:58:14.984Z,166259509498400
"""joe @ Q1aYbBEstE"" checks",2022-09-07T23:58:02.413Z,166259508241300
"Turn: 4♣, K♥, J♣ [4♥]",2022-09-07T23:58:00.656Z,166259508065600
"""Jake @ 9a1B6m5HQI"" folds",2022-09-07T23:57:59.815Z,166259507981500
"""joe @ Q1aYbBEstE"" calls 20.00",2022-09-07T23:57:58.673Z,166259507867300
"""Shatz @ itfvdUlioU"" folds",2022-09-07T23:57:57.338Z,166259507733800
"""VAR @ a6uEwHQrRM"" bets 20.00",2022-09-07T23:57:53.815Z,166259507381500
"""Jake @ 9a1B6m5HQI"" checks",2022-09-07T23:57:43.234Z,166259506323400
"""joe @ Q1aYbBEstE"" checks",2022-09-07T23:57:42.086Z,166259506208600
"""Shatz @ itfvdUlioU"" checks",2022-09-07T23:57:41.102Z,166259506110200
"Flop:  [4♣, K♥, J♣]",2022-09-07T23:57:38.776Z,166259505877600
"""Jake @ 9a1B6m5HQI"" calls 8.50",2022-09-07T23:57:37.870Z,166259505787000
"""joe @ Q1aYbBEstE"" calls 8.50",2022-09-07T23:57:35.117Z,166259505511700
"""Shatz @ itfvdUlioU"" calls 8.50",2022-09-07T23:57:33.739Z,166259505373900
"""Poopy @ 1k0t64zMZ8"" folds",2022-09-07T23:57:24.012Z,166259504401200
"""VAR @ a6uEwHQrRM"" raises to 8.50",2022-09-07T23:57:23.138Z,166259504313800
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-07T23:57:17.320Z,166259503732000
"""vicooii @ 4F0jOdX1rt"" folds",2022-09-07T23:57:11.523Z,166259503152300
"""Jake @ 9a1B6m5HQI"" calls 1.50",2022-09-07T23:57:10.587Z,166259503058700
"WARNING: the admin queued the stack change for the player ""Shatz @ itfvdUlioU"" reseting to 350.00 chips in the next hand.",2022-09-07T23:57:09.803Z,166259502980300
"""joe @ Q1aYbBEstE"" posts a big blind of 1.50",2022-09-07T23:57:07.755Z,166259502775510
"""Shatz @ itfvdUlioU"" posts a small blind of 0.75",2022-09-07T23:57:07.755Z,166259502775509
"Player stacks: #2 ""Jaquins @ Lf_CLsrttO"" (571.73) | #4 ""VAR @ a6uEwHQrRM"" (321.24) | #5 ""Poopy @ 1k0t64zMZ8"" (236.46) | #7 ""Shatz @ itfvdUlioU"" (213.27) | #8 ""joe @ Q1aYbBEstE"" (190.95) | #9 ""Jake @ 9a1B6m5HQI"" (289.50) | #10 ""vicooii @ 4F0jOdX1rt"" (729.03)",2022-09-07T23:57:07.755Z,166259502775501
"-- starting hand #111  (No Limit Texas Hold'em) (dealer: ""Poopy @ 1k0t64zMZ8"") --",2022-09-07T23:57:07.755Z,166259502775500
"-- ending hand #110 --",2022-09-07T23:57:04.799Z,166259502479902
"""joe @ Q1aYbBEstE"" collected 43.49 from pot",2022-09-07T23:57:04.799Z,166259502479901
"Uncalled bet of 21.74 returned to ""joe @ Q1aYbBEstE""",2022-09-07T23:57:04.799Z,166259502479900
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-07T23:57:03.952Z,166259502395200
"""joe @ Q1aYbBEstE"" bets 21.74",2022-09-07T23:57:00.755Z,166259502075500
"River: 9♣, 4♥, 3♣, 10♠ [A♣]",2022-09-07T23:56:57.733Z,166259501773300
"""Jaquins @ Lf_CLsrttO"" checks",2022-09-07T23:56:56.832Z,166259501683200
"""joe @ Q1aYbBEstE"" checks",2022-09-07T23:56:50.454Z,166259501045400
"Turn: 9♣, 4♥, 3♣ [10♠]",2022-09-07T23:56:47.720Z,166259500772000
"""Shatz @ itfvdUlioU"" folds",2022-09-07T23:56:46.812Z,166259500681200
"""Jaquins @ Lf_CLsrttO"" calls 10.87",2022-09-07T23:56:45.759Z,166259500575900
"""joe @ Q1aYbBEstE"" bets 10.87",2022-09-07T23:56:43.368Z,166259500336800
"""Shatz @ itfvdUlioU"" checks",2022-09-07T23:56:40.023Z,166259500002300
"Flop:  [9♣, 4♥, 3♣]",2022-09-07T23:56:36.516Z,166259499651600
"""joe @ Q1aYbBEstE"" calls 7.00",2022-09-07T23:56:35.609Z,166259499560900
"""Shatz @ itfvdUlioU"" calls 7.00",2022-09-07T23:56:34.594Z,166259499459400
"""Poopy @ 1k0t64zMZ8"" folds",2022-09-07T23:56:30.586Z,166259499058600
"""VAR @ a6uEwHQrRM"" folds",2022-09-07T23:56:27.208Z,166259498720800
"""Jaquins @ Lf_CLsrttO"" raises to 7.00",2022-09-07T23:56:25.146Z,166259498514600
"""vicooii @ 4F0jOdX1rt"" folds",2022-09-07T23:56:17.862Z,166259497786200
"""Jake @ 9a1B6m5HQI"" folds",2022-09-07T23:56:16.911Z,166259497691100
"""joe @ Q1aYbBEstE"" calls 1.50",2022-09-07T23:56:15.553Z,166259497555300
"""Shatz @ itfvdUlioU"" posts a big blind of 1.50",2022-09-07T23:56:12.884Z,166259497288411
"""Poopy @ 1k0t64zMZ8"" posts a small blind of 0.75",2022-09-07T23:56:12.884Z,166259497288410
"Player stacks: #2 ""Jaquins @ Lf_CLsrttO"" (589.60) | #4 ""VAR @ a6uEwHQrRM"" (321.24) | #5 ""Poopy @ 1k0t64zMZ8"" (237.21) | #7 ""Shatz @ itfvdUlioU"" (220.27) | #8 ""joe @ Q1aYbBEstE"" (165.33) | #9 ""Jake @ 9a1B6m5HQI"" (289.50) | #10 ""vicooii @ 4F0jOdX1rt"" (729.03)",2022-09-07T23:56:12.884Z,166259497288402
"-- starting hand #110  (No Limit Texas Hold'em) (dealer: ""VAR @ a6uEwHQrRM"") --",2022-09-07T23:56:12.884Z,166259497288401
"The player ""Cob @ NaVUi1B8nm"" quits the game with a stack of 394.93.",2022-09-07T23:56:12.884Z,166259497288400
"-- ending hand #109 --",2022-09-07T23:56:06.881Z,166259496688102
"""vicooii @ 4F0jOdX1rt"" collected 13.35 from pot",2022-09-07T23:56:06.881Z,166259496688101
"Uncalled bet of 8.88 returned to ""vicooii @ 4F0jOdX1rt""",2022-09-07T23:56:06.881Z,166259496688100
"""Shatz @ itfvdUlioU"" folds",2022-09-07T23:56:06.073Z,166259496607300
"""vicooii @ 4F0jOdX1rt"" bets 8.88",2022-09-07T23:56:03.673Z,166259496367300
"""Shatz @ itfvdUlioU"" checks",2022-09-07T23:56:00.096Z,166259496009600
"Turn: J♦, 9♠, 10♥ [10♣]",2022-09-07T23:55:55.472Z,166259495547200
"""vicooii @ 4F0jOdX1rt"" checks",2022-09-07T23:55:54.627Z,166259495462700
"""Shatz @ itfvdUlioU"" checks",2022-09-07T23:55:52.404Z,166259495240400
"Flop:  [J♦, 9♠, 10♥]",2022-09-07T23:55:50.325Z,166259495032500
