entry,at,order
"-- ending hand #307 --",2022-09-08T03:31:49.205Z,166260790920502
"""elon @ 1fyB22Fjqp"" collected 54.37 from pot",2022-09-08T03:31:49.205Z,166260790920501
"Uncalled bet of 54.37 returned to ""elon @ 1fyB22Fjqp""",2022-09-08T03:31:49.205Z,166260790920500
"""Poopy 2 @ fSzO7iXX-b"" folds",2022-09-08T03:31:48.312Z,166260790831200
"""elon @ 1fyB22Fjqp"" bets 54.37",2022-09-08T03:31:46.480Z,166260790648000
"""Poopy 2 @ fSzO7iXX-b"" checks",2022-09-08T03:31:42.153Z,166260790215300
"Turn: 8♥, 9♣, 5♥ [2♣]",2022-09-08T03:31:40.102Z,166260790010200
"""Shatz @ VsP35ZJc8d"" folds",2022-09-08T03:31:39.291Z,166260789929100
"""Poopy 2 @ fSzO7iXX-b"" calls 16.31",2022-09-08T03:31:34.853Z,166260789485300
"""elon @ 1fyB22Fjqp"" bets 16.31",2022-09-08T03:31:33.971Z,166260789397100
"""Shatz @ VsP35ZJc8d"" checks",2022-09-08T03:31:29.175Z,166260788917500
"""Poopy 2 @ fSzO7iXX-b"" checks",2022-09-08T03:31:24.097Z,166260788409700
"Flop:  [8♥, 9♣, 5♥]",2022-09-08T03:31:20.395Z,166260788039500
"""Shatz @ VsP35ZJc8d"" calls 6.75",2022-09-08T03:31:19.523Z,166260787952300
"""nate dogg @ eTki6MuODs"" folds",2022-09-08T03:31:17.494Z,166260787749400
"""Poopy 2 @ fSzO7iXX-b"" calls 6.75",2022-09-08T03:31:06.067Z,166260786606700
"""elon @ 1fyB22Fjqp"" raises to 6.75",2022-09-08T03:31:00.209Z,166260786020900
"""VAR @ a6uEwHQrRM"" folds",2022-09-08T03:30:56.022Z,166260785602200
"""joe @ Q1aYbBEstE"" folds",2022-09-08T03:30:49.530Z,166260784953000
"""Shatz @ VsP35ZJc8d"" calls 1.50",2022-09-08T03:30:48.522Z,166260784852200
"""nate dogg @ eTki6MuODs"" posts a big blind of 1.50",2022-09-08T03:30:45.265Z,166260784526509
"""Poopy 2 @ fSzO7iXX-b"" posts a small blind of 0.75",2022-09-08T03:30:45.265Z,166260784526508
"Player stacks: #1 ""VAR @ a6uEwHQrRM"" (1139.23) | #3 ""elon @ 1fyB22Fjqp"" (191.42) | #4 ""Poopy 2 @ fSzO7iXX-b"" (791.08) | #6 ""nate dogg @ eTki6MuODs"" (779.44) | #7 ""Shatz @ VsP35ZJc8d"" (525.58) | #10 ""joe @ Q1aYbBEstE"" (322.74)",2022-09-08T03:30:45.265Z,166260784526501
"-- starting hand #307  (Pot Limit Omaha Hi) (dealer: ""elon @ 1fyB22Fjqp"") --",2022-09-08T03:30:45.265Z,166260784526500
"""Poopy 2 @ fSzO7iXX-b"" shows a A♥, 3♦, 2♦, A♦.",2022-09-08T03:30:41.833Z,166260784183300
"-- ending hand #306 --",2022-09-08T03:30:38.672Z,166260783867202
"""VAR @ a6uEwHQrRM"" collected 249.81 from pot with Straight (combination: A♠, K♣, Q♥, J♣, 10♥)",2022-09-08T03:30:38.672Z,166260783867201
"""VAR @ a6uEwHQrRM"" shows a Q♦, K♣, 10♥, J♠.",2022-09-08T03:30:38.672Z,166260783867200
"""Poopy 2 @ fSzO7iXX-b"" calls 74.94",2022-09-08T03:30:37.839Z,166260783783900
"""VAR @ a6uEwHQrRM"" bets 74.94",2022-09-08T03:30:35.005Z,166260783500500
"""Poopy 2 @ fSzO7iXX-b"" checks",2022-09-08T03:30:23.173Z,166260782317300
"River: 8♦, J♣, A♠, Q♥ [9♥]",2022-09-08T03:30:21.054Z,166260782105400
"""Poopy 2 @ fSzO7iXX-b"" calls 24.98",2022-09-08T03:30:20.187Z,166260782018700
"""VAR @ a6uEwHQrRM"" bets 24.98",2022-09-08T03:30:19.307Z,166260781930700
"""Poopy 2 @ fSzO7iXX-b"" checks",2022-09-08T03:30:10.878Z,166260781087800
"Turn: 8♦, J♣, A♠ [Q♥]",2022-09-08T03:30:08.950Z,166260780895000
"""VAR @ a6uEwHQrRM"" checks",2022-09-08T03:30:08.101Z,166260780810100
"""Poopy 2 @ fSzO7iXX-b"" checks",2022-09-08T03:30:03.144Z,166260780314400
"Flop:  [8♦, J♣, A♠]",2022-09-08T03:29:57.347Z,166260779734700
"""VAR @ a6uEwHQrRM"" calls 23.11",2022-09-08T03:29:56.523Z,166260779652300
"""joe @ Q1aYbBEstE"" folds",2022-09-08T03:29:49.094Z,166260778909400
"""Shatz @ VsP35ZJc8d"" folds",2022-09-08T03:29:48.006Z,166260778800600
"""Poopy 2 @ fSzO7iXX-b"" raises to 23.11",2022-09-08T03:29:34.492Z,166260777449200
"""elon @ 1fyB22Fjqp"" folds",2022-09-08T03:29:25.887Z,166260776588700
"""VAR @ a6uEwHQrRM"" raises to 8.25",2022-09-08T03:29:22.294Z,166260776229400
"""joe @ Q1aYbBEstE"" calls 1.50",2022-09-08T03:29:17.971Z,166260775797100
"""Shatz @ VsP35ZJc8d"" calls 1.50",2022-09-08T03:29:16.007Z,166260775600700
"""nate dogg @ eTki6MuODs"" folds",2022-09-08T03:29:10.256Z,166260775025600
"""Poopy 2 @ fSzO7iXX-b"" posts a big blind of 1.50",2022-09-08T03:29:02.698Z,166260774269809
"""elon @ 1fyB22Fjqp"" posts a small blind of 0.75",2022-09-08T03:29:02.698Z,166260774269808
"Player stacks: #1 ""VAR @ a6uEwHQrRM"" (1012.45) | #3 ""elon @ 1fyB22Fjqp"" (192.17) | #4 ""Poopy 2 @ fSzO7iXX-b"" (914.11) | #6 ""nate dogg @ eTki6MuODs"" (779.44) | #7 ""Shatz @ VsP35ZJc8d"" (527.08) | #10 ""joe @ Q1aYbBEstE"" (324.24)",2022-09-08T03:29:02.698Z,166260774269801
"-- starting hand #306  (Pot Limit Omaha Hi) (dealer: ""VAR @ a6uEwHQrRM"") --",2022-09-08T03:29:02.698Z,166260774269800
"""Poopy 2 @ fSzO7iXX-b"" shows a Q♦, 4♥, 6♦, 5♣.",2022-09-08T03:28:57.438Z,166260773743800
"-- ending hand #305 --",2022-09-08T03:28:56.094Z,166260773609403
"""Shatz @ VsP35ZJc8d"" shows a 9♦, 10♠, J♣, J♦.",2022-09-08T03:28:56.094Z,166260773609402
"""joe @ Q1aYbBEstE"" collected 68.97 from pot with One Pair (combination: K♠, K♣, 9♣, 7♠, 6♣)",2022-09-08T03:28:56.094Z,166260773609401
"""joe @ Q1aYbBEstE"" shows a K♠, A♠, 9♥, K♣.",2022-09-08T03:28:56.094Z,166260773609400
"""joe @ Q1aYbBEstE"" checks",2022-09-08T03:28:55.270Z,166260773527000
"""Shatz @ VsP35ZJc8d"" checks",2022-09-08T03:28:53.860Z,166260773386000
"River: 7♠, 2♣, 6♣, 9♣ [3♦]",2022-09-08T03:28:50.288Z,166260773028800
"""joe @ Q1aYbBEstE"" calls 17.24",2022-09-08T03:28:49.469Z,166260772946900
"""Shatz @ VsP35ZJc8d"" bets 17.24",2022-09-08T03:28:47.636Z,166260772763600
"Turn: 7♠, 2♣, 6♣ [9♣]",2022-09-08T03:28:41.956Z,166260772195600
"""joe @ Q1aYbBEstE"" checks",2022-09-08T03:28:41.112Z,166260772111200
"""Shatz @ VsP35ZJc8d"" checks",2022-09-08T03:28:39.179Z,166260771917900
"Flop:  [7♠, 2♣, 6♣]",2022-09-08T03:28:34.554Z,166260771455400
"""Shatz @ VsP35ZJc8d"" calls 15.37",2022-09-08T03:28:33.719Z,166260771371900
"""Poopy 2 @ fSzO7iXX-b"" folds",2022-09-08T03:28:31.736Z,166260771173600
"""elon @ 1fyB22Fjqp"" folds",2022-09-08T03:28:29.997Z,166260770999700
"""VAR @ a6uEwHQrRM"" folds",2022-09-08T03:28:29.121Z,166260770912100
"""joe @ Q1aYbBEstE"" raises to 15.37",2022-09-08T03:28:28.081Z,166260770808100
"""Shatz @ VsP35ZJc8d"" raises to 6.75",2022-09-08T03:28:25.202Z,166260770520200
"""nate dogg @ eTki6MuODs"" folds",2022-09-08T03:28:21.498Z,166260770149800
"""Poopy 2 @ fSzO7iXX-b"" calls 1.50",2022-09-08T03:28:18.501Z,166260769850100
"""elon @ 1fyB22Fjqp"" posts a big blind of 1.50",2022-09-08T03:28:16.062Z,166260769606209
"""VAR @ a6uEwHQrRM"" posts a small blind of 0.75",2022-09-08T03:28:16.062Z,166260769606208
"Player stacks: #1 ""VAR @ a6uEwHQrRM"" (1013.20) | #3 ""elon @ 1fyB22Fjqp"" (193.67) | #4 ""Poopy 2 @ fSzO7iXX-b"" (915.61) | #6 ""nate dogg @ eTki6MuODs"" (779.44) | #7 ""Shatz @ VsP35ZJc8d"" (559.69) | #10 ""joe @ Q1aYbBEstE"" (287.88)",2022-09-08T03:28:16.062Z,166260769606201
"-- starting hand #305  (Pot Limit Omaha Hi) (dealer: ""joe @ Q1aYbBEstE"") --",2022-09-08T03:28:16.062Z,166260769606200
"-- ending hand #304 --",2022-09-08T03:28:10.060Z,166260769006002
"""Poopy 2 @ fSzO7iXX-b"" collected 50.61 from pot",2022-09-08T03:28:10.060Z,166260769006001
"Uncalled bet of 35.00 returned to ""Poopy 2 @ fSzO7iXX-b""",2022-09-08T03:28:10.060Z,166260769006000
"""joe @ Q1aYbBEstE"" folds",2022-09-08T03:28:09.169Z,166260768916900
"""Shatz @ VsP35ZJc8d"" folds",2022-09-08T03:28:08.112Z,166260768811200
"""Poopy 2 @ fSzO7iXX-b"" bets 35.00",2022-09-08T03:28:05.832Z,166260768583200
"""joe @ Q1aYbBEstE"" checks",2022-09-08T03:28:02.334Z,166260768233400
"Turn: 7♣, 9♥, J♥ [2♣]",2022-09-08T03:28:00.073Z,166260768007300
"""joe @ Q1aYbBEstE"" calls 11.87",2022-09-08T03:27:59.156Z,166260767915600
"""Shatz @ VsP35ZJc8d"" calls 11.87",2022-09-08T03:27:58.127Z,166260767812700
"""Poopy 2 @ fSzO7iXX-b"" bets 11.87",2022-09-08T03:27:42.817Z,166260766281700
"""joe @ Q1aYbBEstE"" checks",2022-09-08T03:27:38.943Z,166260765894300
"Flop:  [7♣, 9♥, J♥]",2022-09-08T03:27:36.651Z,166260765665100
"""Shatz @ VsP35ZJc8d"" calls 4.50",2022-09-08T03:27:35.800Z,166260765580000
"""Poopy 2 @ fSzO7iXX-b"" calls 4.50",2022-09-08T03:27:34.488Z,166260765448800
"""VAR @ a6uEwHQrRM"" folds",2022-09-08T03:27:32.165Z,166260765216500
"""joe @ Q1aYbBEstE"" raises to 4.50",2022-09-08T03:27:31.282Z,166260765128200
"""Shatz @ VsP35ZJc8d"" calls 1.50",2022-09-08T03:27:28.458Z,166260764845800
"""nate dogg @ eTki6MuODs"" folds",2022-09-08T03:27:26.684Z,166260764668400
"""Poopy 2 @ fSzO7iXX-b"" calls 1.50",2022-09-08T03:27:22.492Z,166260764249200
"""elon @ 1fyB22Fjqp"" folds",2022-09-08T03:27:19.922Z,166260763992200
"""VAR @ a6uEwHQrRM"" posts a big blind of 1.50",2022-09-08T03:27:17.052Z,166260763705209
"""joe @ Q1aYbBEstE"" posts a small blind of 0.75",2022-09-08T03:27:17.052Z,166260763705208
"Player stacks: #1 ""VAR @ a6uEwHQrRM"" (1014.70) | #3 ""elon @ 1fyB22Fjqp"" (193.67) | #4 ""Poopy 2 @ fSzO7iXX-b"" (881.37) | #6 ""nate dogg @ eTki6MuODs"" (779.44) | #7 ""Shatz @ VsP35ZJc8d"" (576.06) | #10 ""joe @ Q1aYbBEstE"" (304.25)",2022-09-08T03:27:17.052Z,166260763705201
"-- starting hand #304  (Pot Limit Omaha Hi) (dealer: ""Shatz @ VsP35ZJc8d"") --",2022-09-08T03:27:17.052Z,166260763705200
"-- ending hand #303 --",2022-09-08T03:27:11.026Z,166260763102604
"""joe @ Q1aYbBEstE"" collected 70.64 from pot with Straight (combination: 8♥, 7♦, 6♠, 5♥, 4♦)",2022-09-08T03:27:11.026Z,166260763102603
"""joe @ Q1aYbBEstE"" shows a 6♠, 8♥, A♦, 2♣.",2022-09-08T03:27:11.026Z,166260763102602
"""Poopy 2 @ fSzO7iXX-b"" collected 70.64 from pot with Straight (combination: 8♠, 7♦, 6♣, 5♥, 4♦)",2022-09-08T03:27:11.026Z,166260763102601
"""Poopy 2 @ fSzO7iXX-b"" shows a 8♠, 10♥, 6♣, A♥.",2022-09-08T03:27:11.026Z,166260763102600
"""Poopy 2 @ fSzO7iXX-b"" calls 19.27",2022-09-08T03:27:10.153Z,166260763015300
"""joe @ Q1aYbBEstE"" bets 19.27",2022-09-08T03:27:08.929Z,166260762892900
"River: 4♦, 7♦, 5♥, J♦ [8♣]",2022-09-08T03:27:02.093Z,166260762209300
"""Poopy 2 @ fSzO7iXX-b"" checks",2022-09-08T03:27:01.222Z,166260762122200
"""joe @ Q1aYbBEstE"" checks",2022-09-08T03:26:59.570Z,166260761957000
"Turn: 4♦, 7♦, 5♥ [J♦]",2022-09-08T03:26:57.619Z,166260761761900
"""VAR @ a6uEwHQrRM"" folds",2022-09-08T03:26:56.771Z,166260761677100
"""joe @ Q1aYbBEstE"" calls 37.37",2022-09-08T03:26:55.455Z,166260761545500
"""Shatz @ VsP35ZJc8d"" folds",2022-09-08T03:26:54.309Z,166260761430900
"""nate dogg @ eTki6MuODs"" folds",2022-09-08T03:26:53.346Z,166260761334600
"""Poopy 2 @ fSzO7iXX-b"" raises to 37.37",2022-09-08T03:26:48.232Z,166260760823200
"""elon @ 1fyB22Fjqp"" folds",2022-09-08T03:26:39.747Z,166260759974700
"""VAR @ a6uEwHQrRM"" bets 10.00",2022-09-08T03:26:38.586Z,166260759858600
"""joe @ Q1aYbBEstE"" checks",2022-09-08T03:26:34.770Z,166260759477000
"""Shatz @ VsP35ZJc8d"" checks",2022-09-08T03:26:30.644Z,166260759064400
"Flop:  [4♦, 7♦, 5♥]",2022-09-08T03:26:20.991Z,166260758099100
"""VAR @ a6uEwHQrRM"" checks",2022-09-08T03:26:20.143Z,166260758014300
"""joe @ Q1aYbBEstE"" calls 3.00",2022-09-08T03:26:18.227Z,166260757822700
"""Shatz @ VsP35ZJc8d"" calls 3.00",2022-09-08T03:26:15.272Z,166260757527200
"""nate dogg @ eTki6MuODs"" calls 3.00",2022-09-08T03:26:13.364Z,166260757336400
"""Poopy 2 @ fSzO7iXX-b"" calls 3.00",2022-09-08T03:26:10.449Z,166260757044900
"""elon @ 1fyB22Fjqp"" calls 3.00",2022-09-08T03:26:01.065Z,166260756106500
"""VAR @ a6uEwHQrRM"" posts a straddle of 3.00",2022-09-08T03:25:58.176Z,166260755817610
"""joe @ Q1aYbBEstE"" posts a big blind of 1.50",2022-09-08T03:25:58.176Z,166260755817609
"""Shatz @ VsP35ZJc8d"" posts a small blind of 0.75",2022-09-08T03:25:58.176Z,166260755817608
"Player stacks: #1 ""VAR @ a6uEwHQrRM"" (1027.70) | #3 ""elon @ 1fyB22Fjqp"" (196.67) | #4 ""Poopy 2 @ fSzO7iXX-b"" (870.37) | #6 ""nate dogg @ eTki6MuODs"" (782.44) | #7 ""Shatz @ VsP35ZJc8d"" (579.06) | #10 ""joe @ Q1aYbBEstE"" (293.25)",2022-09-08T03:25:58.176Z,166260755817601
"-- starting hand #303  (Pot Limit Omaha Hi) (dealer: ""nate dogg @ eTki6MuODs"") --",2022-09-08T03:25:58.176Z,166260755817600
"-- ending hand #302 --",2022-09-08T03:25:52.059Z,166260755205904
"""Shatz @ VsP35ZJc8d"" collected 70.38 from pot with Two Pair (combination: 10♠, 10♣, 4♥, 4♦, J♥)",2022-09-08T03:25:52.059Z,166260755205903
"""Shatz @ VsP35ZJc8d"" shows a 6♣, 10♠, 4♥, Q♦.",2022-09-08T03:25:52.059Z,166260755205902
"""Poopy 2 @ fSzO7iXX-b"" collected 70.37 from pot with Two Pair (combination: 10♦, 10♣, 4♠, 4♦, J♥)",2022-09-08T03:25:52.059Z,166260755205901
"""Poopy 2 @ fSzO7iXX-b"" shows a 10♦, 4♠, 9♦, 5♥.",2022-09-08T03:25:52.059Z,166260755205900
"""Poopy 2 @ fSzO7iXX-b"" checks",2022-09-08T03:25:51.250Z,166260755125000
"""Shatz @ VsP35ZJc8d"" checks",2022-09-08T03:25:49.528Z,166260754952800
"River: J♥, 4♦, 10♣, 3♦ [8♣]",2022-09-08T03:25:44.767Z,166260754476700
"""Shatz @ VsP35ZJc8d"" calls 40.00",2022-09-08T03:25:43.894Z,166260754389400
"""Poopy 2 @ fSzO7iXX-b"" bets 40.00",2022-09-08T03:25:37.217Z,166260753721700
"""Shatz @ VsP35ZJc8d"" checks",2022-09-08T03:25:33.078Z,166260753307800
"Turn: J♥, 4♦, 10♣ [3♦]",2022-09-08T03:25:30.439Z,166260753043900
"""elon @ 1fyB22Fjqp"" folds",2022-09-08T03:25:29.492Z,166260752949200
"""joe @ Q1aYbBEstE"" folds",2022-09-08T03:25:28.556Z,166260752855600
"""Shatz @ VsP35ZJc8d"" calls 16.50",2022-09-08T03:25:27.630Z,166260752763000
"""Poopy 2 @ fSzO7iXX-b"" bets 16.50",2022-09-08T03:25:24.559Z,166260752455900
"""elon @ 1fyB22Fjqp"" checks",2022-09-08T03:25:22.029Z,166260752202900
"""joe @ Q1aYbBEstE"" checks",2022-09-08T03:25:20.409Z,166260752040900
"""Shatz @ VsP35ZJc8d"" checks",2022-09-08T03:25:19.410Z,166260751941000
"Flop:  [J♥, 4♦, 10♣]",2022-09-08T03:25:15.234Z,166260751523400
"""joe @ Q1aYbBEstE"" calls 6.75",2022-09-08T03:25:14.314Z,166260751431400
"""Shatz @ VsP35ZJc8d"" calls 6.75",2022-09-08T03:25:12.609Z,166260751260900
"""nate dogg @ eTki6MuODs"" folds",2022-09-08T03:25:09.111Z,166260750911100
"""Poopy 2 @ fSzO7iXX-b"" calls 6.75",2022-09-08T03:25:07.544Z,166260750754400
"""elon @ 1fyB22Fjqp"" raises to 6.75",2022-09-08T03:25:02.738Z,166260750273800
"""VAR @ a6uEwHQrRM"" folds",2022-09-08T03:24:57.665Z,166260749766500
"""joe @ Q1aYbBEstE"" calls 1.50",2022-09-08T03:24:56.718Z,166260749671800
"""Shatz @ VsP35ZJc8d"" posts a big blind of 1.50",2022-09-08T03:24:52.397Z,166260749239710
"""nate dogg @ eTki6MuODs"" posts a small blind of 0.75",2022-09-08T03:24:52.397Z,166260749239709
"Player stacks: #1 ""VAR @ a6uEwHQrRM"" (1027.70) | #3 ""elon @ 1fyB22Fjqp"" (203.42) | #4 ""Poopy 2 @ fSzO7iXX-b"" (863.25) | #6 ""nate dogg @ eTki6MuODs"" (783.19) | #7 ""Shatz @ VsP35ZJc8d"" (571.93) | #10 ""joe @ Q1aYbBEstE"" (300.00)",2022-09-08T03:24:52.397Z,166260749239702
"-- starting hand #302  (Pot Limit Omaha Hi) (dealer: ""Poopy 2 @ fSzO7iXX-b"") --",2022-09-08T03:24:52.397Z,166260749239701
"The player ""joe @ Q1aYbBEstE"" joined the game with a stack of 300.00.",2022-09-08T03:24:52.397Z,166260749239700
"-- ending hand #301 --",2022-09-08T03:24:49.397Z,166260748939702
"""elon @ 1fyB22Fjqp"" collected 29.35 from pot",2022-09-08T03:24:49.397Z,166260748939701
"Uncalled bet of 29.35 returned to ""elon @ 1fyB22Fjqp""",2022-09-08T03:24:49.397Z,166260748939700
"""nate dogg @ eTki6MuODs"" folds",2022-09-08T03:24:48.473Z,166260748847300
"""elon @ 1fyB22Fjqp"" bets 29.35",2022-09-08T03:24:42.334Z,166260748233400
"""nate dogg @ eTki6MuODs"" checks",2022-09-08T03:24:37.465Z,166260747746500
"The admin approved the player ""joe @ Q1aYbBEstE"" participation with a stack of 300.00.",2022-09-08T03:24:20.289Z,166260746028900
"River: 4♦, 2♠, 6♥, A♣ [3♥]",2022-09-08T03:24:17.577Z,166260745757700
"""Poopy 2 @ fSzO7iXX-b"" folds",2022-09-08T03:24:16.718Z,166260745671800
"The player ""joe @ Q1aYbBEstE"" requested a seat.",2022-09-08T03:24:15.939Z,166260745593900
"""elon @ 1fyB22Fjqp"" calls 6.80",2022-09-08T03:24:15.821Z,166260745582100
"""nate dogg @ eTki6MuODs"" bets 6.80",2022-09-08T03:24:12.439Z,166260745243900
"""Poopy 2 @ fSzO7iXX-b"" checks",2022-09-08T03:24:01.058Z,166260744105800
"Turn: 4♦, 2♠, 6♥ [A♣]",2022-09-08T03:23:59.162Z,166260743916200
"""elon @ 1fyB22Fjqp"" checks",2022-09-08T03:23:58.296Z,166260743829600
"""nate dogg @ eTki6MuODs"" checks",2022-09-08T03:23:54.855Z,166260743485500
"""Poopy 2 @ fSzO7iXX-b"" checks",2022-09-08T03:23:53.179Z,166260743317900
"Flop:  [4♦, 2♠, 6♥]",2022-09-08T03:23:42.633Z,166260742263300
"""nate dogg @ eTki6MuODs"" calls 5.25",2022-09-08T03:23:41.795Z,166260742179500
"""Poopy 2 @ fSzO7iXX-b"" calls 5.25",2022-09-08T03:23:37.077Z,166260741707700
"""elon @ 1fyB22Fjqp"" raises to 5.25",2022-09-08T03:23:30.581Z,166260741058100
"""VAR @ a6uEwHQrRM"" folds",2022-09-08T03:23:21.366Z,166260740136600
"""Shatz @ VsP35ZJc8d"" folds",2022-09-08T03:23:20.226Z,166260740022600
"""nate dogg @ eTki6MuODs"" posts a big blind of 1.50",2022-09-08T03:23:05.986Z,166260738598610
"""Poopy 2 @ fSzO7iXX-b"" posts a small blind of 0.75",2022-09-08T03:23:05.986Z,166260738598609
"Player stacks: #1 ""VAR @ a6uEwHQrRM"" (1027.70) | #3 ""elon @ 1fyB22Fjqp"" (186.12) | #4 ""Poopy 2 @ fSzO7iXX-b"" (868.50) | #6 ""nate dogg @ eTki6MuODs"" (795.24) | #7 ""Shatz @ VsP35ZJc8d"" (571.93)",2022-09-08T03:23:05.986Z,166260738598603
"-- starting hand #301  (Pot Limit Omaha Hi) (dealer: ""elon @ 1fyB22Fjqp"") --",2022-09-08T03:23:05.986Z,166260738598602
"The player ""joe @ Q1aYbBEstE"" quits the game with a stack of 0.00.",2022-09-08T03:23:05.986Z,166260738598601
"The player ""Jaquins @ Lf_CLsrttO"" stand up with the stack of 82.65.",2022-09-08T03:23:05.986Z,166260738598600
"-- ending hand #300 --",2022-09-08T03:22:59.973Z,166260737997303
"""elon @ 1fyB22Fjqp"" shows a J♣, 4♣, 7♠, A♣.",2022-09-08T03:22:59.973Z,166260737997302
"""Shatz @ VsP35ZJc8d"" collected 473.13 from pot with Two Pair (combination: 6♦, 6♣, 5♠, 5♥, K♣)",2022-09-08T03:22:59.973Z,166260737997301
"""Shatz @ VsP35ZJc8d"" shows a A♦, Q♥, 5♠, 6♦.",2022-09-08T03:22:59.973Z,166260737997300
"""Shatz @ VsP35ZJc8d"" checks",2022-09-08T03:22:59.168Z,166260737916800
"""elon @ 1fyB22Fjqp"" checks",2022-09-08T03:22:57.982Z,166260737798200
"River: 6♣, 5♥, K♣, 2♠ [9♦]",2022-09-08T03:22:55.916Z,166260737591600
"""Shatz @ VsP35ZJc8d"" checks",2022-09-08T03:22:54.995Z,166260737499500
"""elon @ 1fyB22Fjqp"" checks",2022-09-08T03:22:49.683Z,166260736968300
"Turn: 6♣, 5♥, K♣ [2♠]",2022-09-08T03:22:47.313Z,166260736731300
"""Shatz @ VsP35ZJc8d"" calls 149.96",2022-09-08T03:22:46.462Z,166260736646200
"""elon @ 1fyB22Fjqp"" calls 149.96",2022-09-08T03:22:34.662Z,166260735466200
"""joe @ Q1aYbBEstE"" raises to 149.96 and go all in",2022-09-08T03:22:31.395Z,166260735139500
"""Shatz @ VsP35ZJc8d"" calls 92.97",2022-09-08T03:22:27.764Z,166260734776400
"""elon @ 1fyB22Fjqp"" raises to 92.97",2022-09-08T03:22:03.669Z,166260732366900
"""joe @ Q1aYbBEstE"" calls 17.43",2022-09-08T03:21:45.262Z,166260730526200
"""Shatz @ VsP35ZJc8d"" bets 17.43",2022-09-08T03:21:44.182Z,166260730418200
"""elon @ 1fyB22Fjqp"" checks",2022-09-08T03:21:35.626Z,166260729562600
"Flop:  [6♣, 5♥, K♣]",2022-09-08T03:21:27.868Z,166260728786800
"""nate dogg @ eTki6MuODs"" folds",2022-09-08T03:21:27.047Z,166260728704700
"""Poopy 2 @ fSzO7iXX-b"" folds",2022-09-08T03:21:24.005Z,166260728400500
"""elon @ 1fyB22Fjqp"" calls 6.75",2022-09-08T03:21:19.437Z,166260727943700
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-08T03:21:13.748Z,166260727374800
"""VAR @ a6uEwHQrRM"" folds",2022-09-08T03:21:11.932Z,166260727193200
"""joe @ Q1aYbBEstE"" calls 6.75",2022-09-08T03:21:09.431Z,166260726943100
"""Shatz @ VsP35ZJc8d"" raises to 6.75",2022-09-08T03:21:08.448Z,166260726844800
"""nate dogg @ eTki6MuODs"" calls 1.50",2022-09-08T03:21:04.598Z,166260726459800
"""Poopy 2 @ fSzO7iXX-b"" posts a big blind of 1.50",2022-09-08T03:21:02.285Z,166260726228510
"""elon @ 1fyB22Fjqp"" posts a small blind of 0.75",2022-09-08T03:21:02.285Z,166260726228509
"Player stacks: #1 ""VAR @ a6uEwHQrRM"" (1027.70) | #2 ""Jaquins @ Lf_CLsrttO"" (82.65) | #3 ""elon @ 1fyB22Fjqp"" (342.83) | #4 ""Poopy 2 @ fSzO7iXX-b"" (870.00) | #6 ""nate dogg @ eTki6MuODs"" (796.74) | #7 ""Shatz @ VsP35ZJc8d"" (255.51) | #8 ""joe @ Q1aYbBEstE"" (156.71)",2022-09-08T03:21:02.285Z,166260726228501
"-- starting hand #300  (Pot Limit Omaha Hi) (dealer: ""Jaquins @ Lf_CLsrttO"") --",2022-09-08T03:21:02.285Z,166260726228500
"-- ending hand #299 --",2022-09-08T03:20:56.350Z,166260725635002
"""VAR @ a6uEwHQrRM"" collected 81.00 from pot",2022-09-08T03:20:56.350Z,166260725635001
"Uncalled bet of 60.75 returned to ""VAR @ a6uEwHQrRM""",2022-09-08T03:20:56.350Z,166260725635000
"""joe @ Q1aYbBEstE"" folds",2022-09-08T03:20:55.456Z,166260725545600
"""VAR @ a6uEwHQrRM"" bets 60.75",2022-09-08T03:20:53.236Z,166260725323600
"""joe @ Q1aYbBEstE"" checks",2022-09-08T03:20:45.829Z,166260724582900
"Turn: Q♥, 8♦, 10♥ [J♥]",2022-09-08T03:20:43.825Z,166260724382500
"""Shatz @ VsP35ZJc8d"" folds",2022-09-08T03:20:42.970Z,166260724297000
"""VAR @ a6uEwHQrRM"" calls 27.00",2022-09-08T03:20:40.780Z,166260724078000
"""joe @ Q1aYbBEstE"" bets 27.00",2022-09-08T03:20:31.999Z,166260723199900
"""Shatz @ VsP35ZJc8d"" checks",2022-09-08T03:20:29.241Z,166260722924100
"Flop:  [Q♥, 8♦, 10♥]",2022-09-08T03:20:23.302Z,166260722330200
"""joe @ Q1aYbBEstE"" calls 8.25",2022-09-08T03:20:22.445Z,166260722244500
"""Shatz @ VsP35ZJc8d"" calls 8.25",2022-09-08T03:20:21.318Z,166260722131800
"""elon @ 1fyB22Fjqp"" folds",2022-09-08T03:20:17.488Z,166260721748800
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-08T03:20:14.064Z,166260721406400
"""VAR @ a6uEwHQrRM"" raises to 8.25",2022-09-08T03:20:07.424Z,166260720742400
"""joe @ Q1aYbBEstE"" calls 1.50",2022-09-08T03:20:01.021Z,166260720102100
"""Shatz @ VsP35ZJc8d"" calls 1.50",2022-09-08T03:19:59.993Z,166260719999300
"""nate dogg @ eTki6MuODs"" folds",2022-09-08T03:19:58.329Z,166260719832900
"""Poopy 2 @ fSzO7iXX-b"" folds",2022-09-08T03:19:37.837Z,166260717783700
